aX,aY,aZ,gX,gY,gZ
-0.254,0.855,0.227,1.831,-13.123,-46.814
-0.113,0.911,0.302,-4.028,-1.465,-49.072
-0.037,0.908,0.353,-1.465,7.324,-49.194
0.009,0.941,0.388,5.859,13.611,-50.110
0.034,0.924,0.423,10.742,15.137,-49.561
-0.011,0.912,0.412,10.803,12.329,-49.500
-0.114,0.917,0.379,7.568,9.033,-50.354
-0.201,0.919,0.320,1.892,7.385,-50.781
-0.267,0.955,0.263,-4.700,7.690,-51.819
-0.302,1.006,0.253,-10.742,10.986,-51.514
-0.270,1.018,0.260,-16.846,16.724,-49.866
-0.195,1.002,0.273,-20.874,25.269,-51.147
-0.129,1.024,0.295,-19.348,33.020,-55.725
-0.042,1.012,0.364,-13.062,38.696,-62.378
-0.048,1.139,0.422,-8.789,39.246,-67.505
-0.051,1.019,0.371,-3.418,33.325,-61.096
-0.056,1.041,0.330,-0.305,34.119,-66.895
-0.054,1.133,0.370,-1.343,37.109,-70.190
-0.002,1.101,0.417,-2.380,37.537,-64.270
0.069,1.032,0.459,-2.380,38.025,-59.631
0.147,0.974,0.552,-5.066,36.865,-57.556
0.161,0.919,0.597,-7.935,29.236,-57.190
0.148,0.898,0.597,-5.554,20.630,-59.570
0.126,0.908,0.536,0.488,13.611,-61.646
0.126,0.947,0.445,9.033,9.583,-62.378
0.153,1.003,0.376,16.296,9.277,-63.965
0.199,1.041,0.325,21.057,10.071,-65.186
0.268,1.051,0.306,22.949,10.864,-66.101
0.312,1.042,0.330,20.081,12.268,-67.017
0.328,1.002,0.370,15.991,11.353,-66.162
0.328,0.954,0.384,15.442,8.179,-62.988
0.306,0.877,0.373,21.912,3.479,-58.533
0.287,0.770,0.342,33.325,-0.916,-53.528
0.286,0.643,0.317,42.419,-2.930,-49.377
0.310,0.527,0.316,44.861,-3.235,-45.410
0.367,0.424,0.338,41.382,-1.038,-41.321
0.436,0.362,0.375,35.095,3.113,-38.330

