aX,aY,aZ,gX,gY,gZ
0.001,-1.040,-0.240,10.071,10.437,31.372
0.015,-1.043,-0.195,2.930,6.958,30.884
0.001,-1.057,-0.185,1.282,-0.671,29.968
-0.027,-1.092,-0.250,2.625,-8.545,29.846

0.368,-1.045,-0.805,70.679,6.409,42.603
0.281,-1.131,-0.655,68.298,4.822,40.588
0.093,-1.252,-0.483,60.791,-0.793,35.339
-0.029,-1.352,-0.341,53.772,-4.272,25.024
-0.062,-1.450,-0.225,54.321,-5.798,9.705
-0.049,-1.654,-0.118,68.542,-9.277,-8.789
-0.119,-1.786,-0.102,84.717,-13.916,-27.710
-0.029,-1.926,0.000,87.097,-9.705,-38.391
0.132,-1.757,0.078,67.505,-5.859,-49.744
0.250,-1.340,0.019,35.706,-11.414,-55.847
0.272,-0.927,-0.053,1.648,-21.362,-52.002
0.218,-0.629,-0.137,-32.288,-32.166,-40.344
0.103,-0.441,-0.235,-63.721,-46.082,-25.696
-0.018,-0.318,-0.378,-83.740,-56.274,-12.695
-0.123,-0.188,-0.536,-89.966,-62.073,-5.066
-0.177,-0.119,-0.711,-81.482,-62.561,-0.916
-0.144,-0.139,-0.819,-62.378,-54.871,2.197
-0.015,-0.250,-0.798,-38.940,-40.283,3.723
0.165,-0.340,-0.662,-18.066,-23.865,3.418
0.399,-0.408,-0.371,5.554,-4.883,3.052
0.686,-0.626,-0.297,32.837,10.010,1.648
0.835,-0.717,-0.150,27.100,13.855,-2.747
0.907,-0.736,-0.031,21.118,14.709,-7.629
0.923,-0.805,0.005,21.057,12.756,-10.437
0.872,-0.870,-0.027,16.968,10.254,-9.277
0.794,-0.920,-0.077,4.272,9.277,-4.456
0.687,-0.969,-0.141,-11.230,7.080,3.052
0.572,-1.019,-0.218,-21.851,1.770,10.986
0.487,-1.074,-0.310,-21.790,-4.700,16.846
0.404,-1.095,-0.385,-16.418,-8.972,19.714
0.336,-1.077,-0.419,-13.062,-9.216,19.226
0.291,-1.057,-0.414,-12.695,-6.592,16.357
0.284,-1.040,-0.379,-12.939,-3.113,11.841
0.288,-1.042,-0.332,-12.573,0.061,6.592
0.288,-1.068,-0.277,-8.301,2.014,0.061
0.281,-1.128,-0.220,0.061,2.014,-7.751
0.263,-1.158,-0.232,13.000,-0.854,-17.639
0.230,-1.157,-0.281,29.419,-3.235,-25.146
0.186,-1.149,-0.316,44.067,-3.479,-28.015
0.130,-1.145,-0.312,52.734,-1.038,-26.978
0.072,-1.135,-0.287,53.406,1.709,-23.682
-0.014,-1.116,-0.280,33.142,4.211,-11.353
-0.045,-1.080,-0.332,1.343,10.864,-2.747
-0.023,-1.000,-0.297,-28.625,22.766,-0.671
0.002,-0.984,-0.265,-37.720,27.405,-0.671
0.037,-0.978,-0.238,-42.114,30.273,-1.831
0.078,-0.969,-0.227,-43.152,30.579,-3.540
0.116,-0.957,-0.232,-41.748,28.564,-5.737
0.143,-0.930,-0.252,-38.696,24.231,-7.935
0.148,-0.902,-0.274,-33.997,18.494,-9.277
0.134,-0.876,-0.290,-28.320,11.475,-9.888
0.104,-0.851,-0.307,-22.095,3.967,-9.338
0.071,-0.839,-0.326,-14.648,-2.808,-7.446
0.047,-0.842,-0.351,-6.592,-7.446,-4.700
0.045,-0.865,-0.371,1.221,-9.399,-1.648
0.057,-0.896,-0.379,8.301,-9.827,1.038
0.070,-0.922,-0.388,13.733,-9.521,2.747
0.078,-0.957,-0.394,18.494,-8.667,3.479
0.080,-0.980,-0.417,22.217,-7.141,3.235
0.079,-0.996,-0.425,23.865,-3.845,2.930
0.087,-0.990,-0.415,23.254,0.305,2.258
0.098,-0.967,-0.401,21.973,4.089,1.709
0.112,-0.951,-0.380,20.691,6.226,1.587
0.126,-0.938,-0.360,19.165,6.531,1.953
0.143,-0.929,-0.358,18.311,5.737,2.197
0.159,-0.962,-0.367,17.517,4.578,3.174
0.160,-1.002,-0.417,18.066,3.540,2.747
0.166,-1.000,-0.416,19.348,5.005,1.099
0.183,-0.999,-0.410,19.592,5.493,0.244
0.196,-0.984,-0.417,21.301,5.005,-0.488
0.190,-0.967,-0.417,23.315,3.845,-0.366
0.187,-0.960,-0.425,23.132,2.075,0.061
0.156,-0.989,-0.435,20.508,0.977,0.488
0.147,-0.991,-0.434,15.869,0.610,-0.183
0.140,-0.986,-0.430,10.254,0.244,-0.916
0.138,-0.983,-0.427,5.798,-0.977,-1.038
0.138,-0.979,-0.423,2.197,-2.441,-0.549
0.137,-0.973,-0.416,-2.014,-3.418,-0.061
0.139,-0.966,-0.404,-5.920,-3.967,0.427
0.144,-0.962,-0.389,-9.155,-4.150,0.488
0.146,-0.953,-0.376,-11.108,-4.028,-0.183
0.144,-0.946,-0.367,-11.841,-3.601,-1.343
0.144,-0.942,-0.364,-12.024,-2.991,-2.502
0.148,-0.943,-0.362,-12.207,-2.625,-3.174
0.178,-0.939,-0.337,-12.695,-2.991,-3.967
0.186,-0.939,-0.337,-12.573,-6.226,-4.639
0.173,-0.954,-0.356,-10.254,-10.986,-5.066
0.159,-0.960,-0.363,-9.033,-14.832,-5.188
0.153,-0.965,-0.365,-9.583,-18.005,-4.578
0.152,-0.962,-0.371,-9.827,-20.020,-3.784
0.150,-0.966,-0.367,-8.789,-21.301,-3.174
0.142,-0.952,-0.373,-7.812,-22.461,-2.686
0.126,-0.962,-0.371,-6.653,-22.400,-2.136
0.108,-0.970,-0.374,-7.385,-21.057,-2.258
0.107,-0.965,-0.370,-8.667,-17.517,-3.052
