aX,aY,aZ,gX,gY,gZ
-0.093,0.035,-1.252,-23.193,-36.621,25.146
-0.202,0.051,-1.217,-15.625,-41.504,31.128
-0.297,0.067,-1.190,-10.193,-37.659,29.785
-0.352,0.105,-1.151,-6.714,-26.978,21.912
-0.351,0.138,-1.091,-4.089,-13.611,8.789
-0.318,0.150,-1.044,-2.197,-1.160,-5.249
-0.258,0.155,-1.011,-1.282,8.911,-16.663
-0.158,0.161,-1.006,-2.075,14.465,-23.132
-0.066,0.161,-1.022,-3.052,14.343,-23.132
-0.011,0.175,-1.030,-3.540,9.216,-18.799
-0.014,0.218,-1.013,-1.953,0.427,-12.451
-0.044,0.242,-0.976,1.465,-7.874,-5.981
-0.064,0.239,-0.943,4.028,-13.489,-1.038
-0.117,0.266,-0.889,3.052,-15.930,3.113
-0.145,0.269,-0.859,0.061,-16.174,3.052
-0.160,0.255,-0.855,-4.211,-12.939,0.000
-0.134,0.232,-0.862,-10.254,-7.080,-2.319
-0.100,0.213,-0.906,-17.334,-2.197,-3.540
-0.060,0.206,-0.960,-23.560,0.916,-3.174
-0.026,0.178,-1.040,-26.917,1.831,-0.916
-0.024,0.161,-0.950,-27.222,1.831,3.357
0.004,0.157,-1.112,-23.376,-7.629,10.010
-0.053,0.178,-1.090,-21.423,-6.836,14.709
-0.041,0.174,-1.080,-14.954,-8.545,19.653
-0.084,0.157,-1.049,-8.301,-16.235,21.912
-0.182,0.134,-1.048,-2.197,-21.973,20.020
-0.223,0.120,-1.019,0.977,-18.127,16.418
-0.243,0.111,-0.985,0.488,-9.766,9.583
-0.241,0.103,-0.998,-2.136,-3.662,1.282
-0.225,0.140,-1.023,-5.127,2.136,-5.493
-0.191,0.166,-1.012,-5.676,9.888,-9.216
-0.136,0.161,-0.982,-4.089,13.245,-12.146
-0.106,0.157,-0.993,-2.625,9.888,-13.367
-0.078,0.166,-1.001,-1.099,4.517,-11.475
-0.064,0.163,-1.004,1.038,0.977,-7.629
-0.072,0.152,-1.011,2.930,-2.014,-3.540
-0.098,0.146,-1.015,4.517,-4.578,-0.366
-0.123,0.167,-1.012,6.042,-7.263,0.977
-0.150,0.192,-1.016,8.179,-8.301,0.854
-0.164,0.190,-1.010,11.597,-7.751,0.061
-0.177,0.181,-1.000,14.832,-5.737,-2.136
-0.177,0.173,-0.988,17.273,-3.357,-4.639
-0.168,0.163,-0.969,18.005,-0.305,-7.996
-0.144,0.157,-0.950,16.846,3.235,-10.010
-0.116,0.146,-0.947,14.709,4.944,-10.742
-0.099,0.155,-0.960,12.085,4.028,-10.071
-0.081,0.179,-0.979,10.010,2.197,-7.629
-0.067,0.188,-0.988,9.888,-0.183,-3.723
-0.068,0.186,-1.014,11.047,-4.211,0.977
-0.086,0.201,-1.017,12.878,-8.484,5.249

-0.333,0.366,1.420,-51.453,7.202,-17.822
-0.330,0.374,1.499,-57.068,11.169,-19.958
-0.307,0.355,1.574,-67.322,17.517,-23.560
-0.305,0.359,1.659,-81.360,25.208,-27.100
-0.293,0.378,1.735,-95.825,34.241,-28.503
-0.252,0.382,1.774,-112.366,44.189,-29.053
-0.203,0.385,1.775,-131.226,54.138,-29.480
-0.144,0.408,1.758,-149.719,60.425,-28.625
-0.036,0.430,1.712,-167.053,57.495,-25.696
-0.004,0.459,1.623,-182.007,43.335,-20.996
0.012,0.490,1.514,-193.726,26.245,-13.367
0.004,0.494,1.411,-201.111,11.353,-4.333
-0.023,0.485,1.317,-203.552,-0.061,2.930
-0.088,0.480,1.240,-203.552,-8.789,8.179
-0.145,0.459,1.194,-202.393,-12.451,10.376
-0.194,0.422,1.137,-200.684,-9.033,8.972
-0.240,0.407,1.083,-201.233,0.793,4.272
-0.251,0.408,1.057,-204.224,15.686,-2.014
-0.220,0.431,1.028,-206.665,31.372,-8.484
-0.191,0.466,1.065,-210.266,45.227,-13.367
-0.122,0.461,1.094,-211.914,53.345,-15.808
-0.053,0.473,1.125,-215.027,55.176,-17.883
-0.004,0.474,1.150,-222.656,52.124,-15.869
0.051,0.474,1.142,-231.445,45.837,-9.094
0.072,0.484,1.094,-243.958,35.522,0.000
0.085,0.480,0.987,-256.104,19.165,9.216
0.025,0.499,0.873,-264.954,0.549,15.503
-0.024,0.502,0.741,-267.822,-11.353,18.372
-0.049,0.486,0.635,-267.090,-10.010,17.883
-0.051,0.457,0.572,-267.639,1.526,17.761
-0.020,0.412,0.510,-269.104,13.306,19.226
-0.006,0.372,0.420,-271.240,16.846,20.386
-0.017,0.384,0.324,-271.545,10.559,20.142
-0.042,0.387,0.246,-266.052,1.282,19.226
-0.053,0.385,0.185,-254.761,-7.324,17.212
-0.053,0.387,0.147,-243.896,-17.090,14.221
-0.093,0.361,0.092,-236.572,-24.841,13.550
-0.120,0.303,0.043,-233.521,-23.499,14.954
-0.132,0.232,-0.009,-236.084,-15.015,15.991
-0.137,0.197,-0.100,-244.629,-6.165,15.625
-0.165,0.224,-0.196,-251.831,-2.991,12.756
-0.177,0.282,-0.277,-250.610,-2.747,7.080
-0.167,0.276,-0.343,-243.164,0.366,1.221
-0.156,0.238,-0.412,-238.464,4.578,-0.916
-0.146,0.253,-0.487,-236.328,4.700,-1.099
-0.173,0.283,-0.532,-232.361,4.517,-1.160
-0.179,0.285,-0.568,-225.159,6.165,-1.160
-0.199,0.281,-0.572,-215.759,6.104,-1.343
-0.219,0.257,-0.587,-205.688,4.272,-1.709
-0.272,0.244,-0.576,-198.608,5.127,-2.991
-0.269,0.202,-0.576,-194.824,12.085,-6.409
-0.237,0.173,-0.596,-196.533,23.437,-11.292
-0.220,0.236,-0.625,-202.393,31.982,-14.099
-0.182,0.274,-0.662,-204.102,36.560,-15.930
-0.152,0.264,-0.703,-202.026,38.879,-14.587
-0.126,0.253,-0.729,-200.378,36.560,-8.911
-0.107,0.241,-0.766,-198.608,26.184,-1.099
-0.148,0.244,-0.806,-196.167,9.216,8.850
-0.230,0.206,-0.862,-190.796,-6.287,17.273
-0.286,0.133,-0.943,-184.692,-13.733,19.531
-0.314,0.099,-1.016,-181.458,-12.451,16.174
-0.320,0.101,-1.066,-179.932,-5.920,9.766
-0.316,0.104,-1.115,-177.002,4.944,1.038
-0.326,0.133,-1.112,-170.959,17.700,-7.507
-0.228,0.147,-1.093,-162.781,26.123,-15.991
-0.137,0.141,-1.076,-154.480,26.611,-21.667
-0.053,0.165,-1.038,-148.926,18.372,-17.822
0.005,0.190,-1.009,-145.386,2.258,-6.836
0.002,0.183,-0.992,-141.479,-17.639,6.836
-0.096,0.120,-1.007,-137.756,-35.278,20.691
-0.168,0.031,-1.052,-137.085,-41.809,28.870
-0.183,-0.026,-1.095,-142.090,-35.217,29.724
-0.184,-0.069,-1.171,-150.024,-24.597,28.320
-0.109,-0.114,-1.300,-155.396,-18.250,25.879
0.012,-0.147,-1.441,-154.724,-22.766,25.391
0.123,-0.141,-1.571,-147.339,-38.513,31.921
0.212,-0.111,-1.633,-132.141,-59.082,44.067
0.208,-0.142,-1.663,-108.032,-78.308,58.655
0.121,-0.220,-1.689,-79.773,-90.454,72.266
-0.005,-0.270,-1.668,-55.115,-90.698,76.050
-0.107,-0.253,-1.583,-38.025,-76.782,66.162
