aX,aY,aZ,gX,gY,gZ
-0.033,-1.213,-0.411,26.550,-9.644,58.594
-0.141,-1.130,-0.228,44.434,-1.709,58.594
-0.135,-0.997,-0.077,52.673,8.667,49.133
-0.044,-0.894,-0.016,43.640,12.085,36.804
0.055,-0.868,-0.084,23.315,5.005,27.771
0.071,-0.909,-0.253,-3.662,-14.160,22.339

-0.243,-1.329,-0.654,-81.360,-41.382,27.527
-0.259,-1.372,-0.606,-62.256,-20.752,28.992
-0.181,-1.343,-0.553,-39.429,4.150,24.109
-0.032,-1.191,-0.499,-26.733,25.879,17.578
0.088,-0.970,-0.400,-21.362,36.133,14.221
0.147,-0.797,-0.299,-10.681,36.011,15.930
0.166,-0.680,-0.228,1.831,27.466,19.348
0.144,-0.610,-0.218,8.423,15.198,22.522
0.095,-0.580,-0.244,10.925,4.456,26.184
0.049,-0.607,-0.296,11.414,-1.221,30.334
0.016,-0.662,-0.341,8.606,-2.197,34.058
0.004,-0.777,-0.388,4.456,-2.502,38.269
0.009,-0.952,-0.445,-1.709,-1.465,42.175
0.027,-1.131,-0.438,-14.099,-0.061,45.105
0.032,-1.342,-0.309,-29.602,0.061,47.058
-0.003,-1.499,-0.278,-43.457,-3.601,43.579
0.007,-1.483,-0.241,-52.490,-0.732,35.950
0.043,-1.425,-0.215,-42.358,8.240,33.264
0.082,-1.352,-0.194,-23.193,15.930,29.968
0.128,-1.315,-0.204,-8.301,20.935,26.428
0.167,-1.257,-0.249,-0.916,23.254,22.461
0.185,-1.136,-0.268,-3.967,22.461,19.958
0.144,-1.003,-0.257,-16.357,17.639,20.935
0.108,-0.882,-0.204,-31.860,9.155,23.010
0.091,-0.816,-0.164,-40.527,0.610,25.879
0.098,-0.782,-0.133,-40.588,-5.798,27.832
0.117,-0.775,-0.128,-32.349,-12.634,28.503
0.144,-0.780,-0.144,-20.447,-16.846,26.978
0.166,-0.780,-0.185,-8.240,-16.968,22.766
0.183,-0.763,-0.251,-0.183,-15.381,17.639
0.205,-0.762,-0.346,0.000,-11.902,14.160
0.238,-0.773,-0.438,-8.667,-8.789,13.000
0.268,-0.820,-0.470,-21.545,-6.592,14.771
0.298,-0.918,-0.435,-29.114,-5.371,19.104
0.317,-1.009,-0.350,-31.921,-6.836,25.330
0.299,-1.050,-0.232,-27.039,-10.681,30.884
0.248,-1.068,-0.142,-10.620,-15.869,34.668
0.190,-1.095,-0.153,10.559,-19.958,36.377
0.124,-1.111,-0.238,24.231,-22.400,34.851
0.053,-1.107,-0.328,27.832,-21.057,31.677
0.004,-1.077,-0.342,26.123,-15.076,29.175
0.021,-1.060,-0.298,21.057,-6.592,28.992
0.072,-1.084,-0.243,13.184,-1.831,33.691
0.094,-1.129,-0.220,5.615,-2.991,41.809
0.081,-1.158,-0.197,5.249,-6.897,49.622
0.062,-1.191,-0.153,13.733,-9.338,54.993
0.035,-1.249,-0.108,27.527,-12.329,55.481
0.014,-1.282,-0.110,37.537,-18.311,48.157
0.013,-1.256,-0.153,36.438,-25.757,35.156
0.031,-1.191,-0.225,21.973,-31.006,19.409
0.088,-1.122,-0.297,-4.639,-31.433,2.930
0.178,-1.058,-0.381,-38.330,-30.151,-11.780
0.262,-1.010,-0.441,-70.129,-29.846,-22.888
0.294,-0.922,-0.476,-88.928,-35.278,-28.076
0.290,-0.849,-0.521,-89.294,-42.236,-22.827
0.285,-0.839,-0.615,-67.749,-44.312,-7.996
0.298,-0.801,-0.601,-29.053,-31.738,10.742
0.357,-0.788,-0.480,27.832,-7.507,26.794
0.426,-0.721,-0.244,87.341,20.447,31.677
0.389,-0.602,0.048,137.024,39.185,31.189
0.289,-0.530,0.317,164.124,51.208,28.625
0.220,-0.442,0.445,144.348,53.345,22.888
0.163,-0.380,0.427,91.675,41.687,17.822
0.094,-0.311,0.262,45.532,17.395,12.268
0.099,-0.312,0.210,12.512,-7.141,7.385
0.204,-0.410,0.027,-6.226,-38.452,1.465
0.339,-0.577,-0.251,-17.456,-72.449,-8.057
0.449,-0.767,-0.562,-30.151,-93.140,-20.020
0.467,-0.872,-0.739,-48.096,-86.914,-30.579
0.496,-1.029,-0.767,-52.795,-56.519,-29.907
0.675,-1.202,-0.613,-43.579,-11.902,-19.104
0.903,-1.264,-0.239,-26.794,25.818,-12.878
0.961,-1.187,0.022,6.653,37.231,-10.864
0.891,-1.003,0.093,35.034,29.297,-9.338
0.817,-0.676,0.013,34.790,17.456,-7.812
0.616,-0.508,-0.198,42.175,6.104,0.427
0.462,-0.424,-0.336,65.308,3.662,3.174
0.547,-0.207,-0.339,81.848,1.892,1.953
0.622,-0.216,-0.457,107.544,-8.667,12.024
0.531,-0.695,-0.328,119.202,-16.846,18.127
0.485,-1.318,-0.316,91.980,-27.466,13.062
0.394,-2.154,-0.242,65.796,-28.503,4.761
0.110,-2.513,-0.345,51.880,-19.287,-16.479
0.138,-2.082,-0.297,59.326,13.550,-32.349
0.239,-1.375,-0.182,63.965,46.387,-26.245
0.368,-1.128,-0.172,63.232,52.979,-4.089
0.461,-1.155,-0.245,50.903,31.006,10.986
0.519,-1.035,-0.405,21.667,-1.221,11.841
0.484,-0.859,-0.504,-7.812,-24.719,5.310
0.402,-0.700,-0.498,-25.208,-33.875,-2.869
0.262,-0.642,-0.374,-20.691,-30.762,-5.432
0.189,-0.578,-0.230,-5.859,-21.423,-2.747
0.167,-0.545,-0.087,0.000,-11.780,3.418
0.157,-0.589,-0.013,-6.592,-9.766,11.414
0.069,-0.834,-0.105,-11.536,-18.066,19.653
-0.074,-1.196,-0.358,-7.874,-25.879,22.705
-0.179,-1.389,-0.662,0.122,-19.470,18.494
-0.227,-1.500,-0.681,12.512,6.348,12.146
-0.130,-1.252,-0.490,11.047,36.072,2.136
-0.023,-1.098,-0.260,4.578,53.101,0.183
0.064,-1.048,-0.150,-5.371,48.706,-5.737
0.152,-0.908,-0.188,-11.169,33.936,-13.123
0.185,-0.800,-0.349,-11.475,20.996,-16.724
0.280,-0.805,-0.319,-7.996,16.968,-17.151
0.305,-0.761,-0.467,-21.484,6.348,-21.240
0.283,-0.739,-0.566,-29.175,1.099,-23.743
0.173,-0.719,-0.760,-37.231,1.709,-22.949
0.113,-0.773,-0.684,-27.954,13.611,-16.602
0.038,-0.841,-0.525,-23.315,19.836,-12.756
-0.095,-0.901,-0.542,-19.592,24.963,-10.742
0.005,-0.924,-0.491,-2.747,39.612,-6.531
0.087,-0.969,-0.241,8.789,53.467,-0.305
0.031,-0.951,-0.270,8.728,44.922,-2.197
0.135,-0.967,-0.405,18.188,37.964,-1.282
-0.074,-1.390,-0.473,28.320,32.166,2.319
0.156,-0.917,-0.604,-0.488,21.973,-10.254
0.056,-1.173,-0.452,-20.325,18.555,-9.399
0.029,-1.266,-0.509,-34.912,19.226,-10.803
0.183,-0.939,-0.487,-47.119,29.236,-12.756

