aX,aY,aZ,gX,gY,gZ
0.076,-0.953,-0.438,-0.549,2.258,-5.615
0.076,-0.953,-0.440,-2.625,1.770,-4.700
0.074,-0.955,-0.444,-5.127,1.526,-3.906
0.074,-0.954,-0.442,-7.935,0.977,-3.479
0.076,-0.950,-0.434,-10.803,0.244,-3.113
0.074,-0.953,-0.425,-13.245,-0.610,-2.686
0.083,-0.936,-0.406,-15.381,-1.709,-2.258
0.060,-0.947,-0.423,-16.235,-3.357,-1.648
0.086,-0.952,-0.392,-16.235,-2.319,-0.610
0.073,-0.939,-0.389,-16.602,-2.930,-0.366
0.070,-0.938,-0.388,-15.320,-3.479,-0.305
0.072,-0.932,-0.375,-13.672,-2.625,-0.183
0.070,-0.925,-0.366,-12.207,-2.441,-0.183
0.067,-0.925,-0.364,-10.254,-2.319,-0.061
0.065,-0.937,-0.383,-7.751,-2.136,0.061
0.073,-0.944,-0.384,-6.531,-1.282,-0.183
0.071,-0.950,-0.380,-5.615,-0.671,-0.305
0.067,-0.949,-0.378,-4.822,-0.854,-0.183
0.068,-0.950,-0.380,-3.540,-1.221,0.671
0.068,-0.947,-0.378,-2.808,-1.343,1.465
0.072,-0.943,-0.375,-2.075,-1.465,2.197
0.074,-0.942,-0.372,-1.343,-1.526,2.319
0.076,-0.941,-0.368,-0.183,-1.282,2.075
0.078,-0.941,-0.370,1.465,-1.221,1.770
0.079,-0.944,-0.375,3.052,-0.732,1.526
0.080,-0.947,-0.379,4.028,-0.366,0.977
0.081,-0.950,-0.384,4.822,-0.122,0.549
0.082,-0.952,-0.387,5.554,0.061,-0.061
0.081,-0.953,-0.389,5.920,0.122,-0.610

