aX,aY,aZ,gX,gY,gZ
-0.387,-2.228,-0.426,149.231,-54.077,-54.321
-0.140,-2.539,-0.672,135.315,-45.044,-36.865
-0.115,-2.482,-0.370,140.625,-27.405,-25.879
-0.065,-2.784,-0.280,163.879,-19.897,-6.836
0.065,-2.402,0.032,162.964,-0.427,-11.658
0.068,-1.954,-0.060,153.320,-0.854,-7.141
-0.004,-1.528,-0.034,148.743,1.526,10.498
-0.109,-1.275,-0.009,116.394,-4.700,12.146
-0.056,-1.100,0.004,84.106,-11.475,8.362
-0.131,-0.947,-0.128,62.195,-22.339,3.784
-0.277,-0.944,-0.392,48.157,-29.785,5.859
-0.134,-1.104,-0.388,25.818,-20.569,0.854
-0.013,-1.110,-0.387,-2.808,-12.512,-18.372
-0.134,-1.066,-0.472,-20.813,-10.681,-38.391
-0.015,-0.935,-0.419,-18.799,4.639,-46.631
0.078,-0.928,-0.350,-5.920,17.883,-45.105
0.028,-0.831,-0.348,3.113,23.987,-49.194
0.058,-0.817,-0.321,7.507,27.161,-43.518
0.066,-0.797,-0.267,6.775,22.217,-33.569
0.004,-0.656,-0.237,-2.625,7.446,-22.339
-0.093,-0.697,-0.166,-5.493,-3.540,-2.197
-0.077,-0.827,-0.056,-1.404,-7.080,12.756
-0.133,-0.962,-0.073,2.075,-10.193,17.822
-0.169,-1.008,-0.245,5.798,-8.972,17.456
-0.099,-1.109,-0.311,4.272,6.592,16.235
0.079,-1.115,-0.270,-3.845,20.691,10.254
0.304,-1.129,-0.185,-6.470,22.644,6.104
0.380,-0.911,-0.200,-2.686,14.526,0.854
0.236,-0.938,-0.294,10.010,4.822,6.409
0.235,-0.992,-0.272,15.015,3.723,4.761
0.341,-0.800,-0.255,9.766,2.747,-2.441
0.404,-0.733,-0.270,28.503,-0.671,6.348
0.251,-0.724,-0.367,62.134,1.343,13.550
0.285,-0.984,-0.287,96.130,13.245,13.367
0.362,-1.171,-0.284,108.704,18.921,1.282
0.342,-1.301,-0.344,125.854,21.301,-16.968
0.197,-1.133,-0.364,144.165,24.292,-36.194
0.124,-1.097,-0.542,156.433,21.362,-39.673
0.150,-1.142,-0.830,148.987,18.494,-33.752
0.124,-1.098,-0.946,109.802,18.616,-30.090
0.261,-1.000,-0.729,50.720,20.447,-28.992
0.236,-1.044,-0.663,0.732,20.996,-31.921
-0.029,-0.935,-0.417,-29.785,29.114,-47.607
0.127,-0.917,-0.194,-36.133,33.875,-45.105
-0.002,-0.883,-0.088,-8.118,26.245,-32.227
0.289,-1.029,-0.300,33.508,12.939,-14.832
0.195,-0.961,-0.601,55.969,10.620,-24.109
0.085,-0.864,-0.361,33.752,15.564,-44.861
0.078,-0.920,-0.326,5.066,-0.671,-42.908
0.029,-1.021,-0.527,5.493,-17.090,-32.288
0.005,-0.982,-0.681,7.324,-21.240,-25.757
0.069,-0.924,-0.574,-1.953,-14.099,-21.240
0.018,-0.839,-0.373,-13.489,-8.240,-21.729
-0.018,-0.828,-0.268,-12.329,-4.517,-23.132
-0.089,-0.914,-0.427,2.991,-3.418,-18.982
-0.056,-0.984,-0.500,13.245,-0.244,-10.742
0.006,-1.003,-0.502,10.620,0.244,-0.671
0.022,-1.003,-0.527,3.418,-4.028,6.165
0.014,-0.980,-0.537,-7.141,-6.836,10.498
0.039,-0.965,-0.481,-20.264,-8.850,15.198
0.066,-0.961,-0.449,-28.503,-9.766,17.700
0.072,-0.965,-0.489,-31.494,-10.132,16.907
0.050,-0.946,-0.506,-39.551,-12.085,15.930
0.018,-0.934,-0.511,-50.964,-13.672,16.052
0.031,-0.944,-0.443,-61.340,-11.475,17.761
0.052,-0.982,-0.381,-67.322,-14.099,23.071
0.023,-0.988,-0.332,-65.674,-18.555,29.053
0.009,-0.962,-0.271,-58.594,-21.545,36.194
0.037,-0.958,-0.274,-49.133,-25.635,46.448
0.068,-0.940,-0.325,-39.612,-29.236,53.650
0.072,-0.963,-0.419,-35.706,-33.875,56.641
0.113,-0.999,-0.509,-43.701,-37.109,57.617
0.103,-1.078,-0.554,-64.026,-37.537,55.298
0.250,-1.036,-0.502,-89.722,-36.743,44.495
0.110,-1.030,-0.387,-107.605,-38.513,35.156
-0.009,-1.123,-0.373,-108.521,-42.542,28.564
-0.120,-1.119,-0.337,-101.807,-42.053,15.259
-0.355,-1.085,-0.574,-89.966,-38.940,5.859
-0.459,-1.030,-0.649,-61.279,-14.771,3.418

-0.265,-1.121,-0.354,-3.235,41.931,3.906
-0.172,-1.063,-0.170,15.991,52.734,-1.587
-0.050,-1.053,-0.090,28.748,56.824,-4.517
0.055,-1.019,-0.055,28.625,58.289,-10.803
0.172,-0.929,-0.047,15.076,55.664,-18.005
0.289,-0.860,-0.153,-3.479,48.401,-20.386
0.362,-0.818,-0.269,-25.024,39.551,-17.090
0.340,-0.854,-0.314,-46.692,29.541,-7.629
0.240,-0.968,-0.304,-61.707,20.569,4.761
0.163,-1.108,-0.268,-66.406,16.479,15.381
0.147,-1.212,-0.235,-62.317,17.822,21.545
0.123,-1.288,-0.188,-54.199,20.691,21.240
0.112,-1.315,-0.082,-48.279,23.804,13.062
0.123,-1.294,-0.040,-43.640,22.217,1.587
0.107,-1.173,-0.049,-39.673,14.221,-8.179
0.093,-0.976,-0.103,-35.889,2.197,-13.611
0.042,-0.744,-0.104,-30.579,-7.568,-12.573
-0.021,-0.636,-0.122,-19.043,-14.221,-2.319
-0.082,-0.673,-0.150,-4.211,-14.038,11.963
-0.099,-0.782,-0.186,11.230,-8.850,26.794
-0.093,-0.898,-0.198,21.851,-0.671,37.659
-0.047,-0.961,-0.218,22.766,7.080,41.443
0.025,-1.007,-0.263,20.142,9.766,39.246
0.123,-1.062,-0.333,17.273,7.812,34.058
0.207,-1.123,-0.401,15.381,2.380,30.396
0.260,-1.140,-0.376,16.846,-1.343,29.053
0.275,-1.161,-0.275,26.917,-3.174,30.823
0.233,-1.213,-0.158,44.800,-4.272,35.645
0.172,-1.284,-0.062,64.880,-4.272,40.466
0.130,-1.275,0.027,75.256,-3.296,41.748
0.141,-1.202,0.090,70.923,-4.272,39.001
0.158,-1.093,0.089,56.458,-9.033,34.180
0.149,-0.916,0.062,39.490,-14.099,28.503
0.149,-0.799,0.100,32.043,-15.930,24.841
0.136,-0.653,0.136,36.621,-17.090,20.081
0.128,-0.638,0.061,49.072,-19.653,15.808
0.148,-0.551,-0.018,57.678,-19.897,6.592
0.209,-0.543,-0.074,57.434,-25.879,-0.427
0.302,-0.447,-0.290,47.363,-43.030,-2.136
0.379,-0.368,-0.533,32.166,-56.152,-2.441
0.391,-0.404,-0.685,16.479,-62.561,0.305
0.363,-0.592,-0.824,-1.770,-61.646,6.653
0.302,-0.806,-0.740,-17.883,-48.706,9.827
0.375,-0.990,-0.567,-24.719,-25.452,14.648
0.548,-1.003,-0.187,-16.846,8.240,13.611
0.714,-0.856,0.201,2.136,40.039,7.141
0.781,-0.647,0.355,15.442,54.688,4.944
0.776,-0.541,0.373,13.367,61.951,6.165
0.757,-0.528,0.296,0.305,65.674,10.010
0.782,-0.580,0.202,-10.132,63.660,12.207
0.787,-0.629,0.135,-13.428,53.345,7.324
0.782,-0.679,0.023,-7.996,32.898,-0.793
0.756,-0.765,-0.129,3.601,7.935,-6.897
0.708,-0.840,-0.279,13.733,-9.583,-12.329
0.702,-0.924,-0.332,17.639,-16.174,-15.747
0.731,-1.034,-0.294,14.893,-16.968,-16.968
0.738,-1.131,-0.228,9.216,-17.517,-16.907
0.669,-1.207,-0.159,6.897,-19.836,-15.381
0.514,-1.255,-0.122,7.874,-22.583,-13.428
0.332,-1.262,-0.101,10.193,-22.278,-12.512
0.171,-1.253,-0.094,10.315,-18.616,-13.000
0.057,-1.227,-0.102,10.925,-13.428,-16.357
-0.030,-1.161,-0.154,12.695,-8.911,-22.461
-0.086,-1.136,-0.228,12.512,-4.517,-28.198
-0.094,-1.115,-0.306,9.216,-0.061,-33.569
-0.081,-1.072,-0.419,5.005,3.845,-39.795
-0.060,-1.009,-0.438,3.601,8.850,-44.861
-0.007,-0.934,-0.479,5.066,11.658,-48.889
0.026,-0.845,-0.508,11.047,12.634,-53.040
0.055,-0.734,-0.542,19.165,12.268,-57.373
0.057,-0.637,-0.588,27.588,11.047,-60.303
0.024,-0.613,-0.585,34.912,11.047,-60.974
-0.053,-0.776,-0.566,38.086,11.108,-59.387
-0.153,-1.094,-0.552,32.288,14.954,-59.326
-0.152,-1.388,-0.482,20.569,26.672,-63.049
0.055,-1.401,-0.323,15.137,36.682,-65.430
0.060,-1.411,-0.333,31.006,34.485,-56.763
0.054,-1.345,-0.481,56.824,25.391,-43.640
0.188,-1.129,-0.535,61.707,20.142,-27.527
0.240,-1.027,-0.481,41.199,14.648,-6.226
0.172,-0.977,-0.454,14.526,3.967,9.766
0.117,-0.954,-0.390,-3.845,-2.808,21.423
0.069,-0.934,-0.343,-13.306,-6.653,28.931
0.023,-0.941,-0.314,-14.771,-6.897,32.837
-0.002,-0.953,-0.257,-9.277,-3.540,32.471
-0.023,-0.924,-0.230,-0.854,0.183,28.748
-0.015,-0.912,-0.203,9.277,4.944,23.499
-0.011,-0.883,-0.213,15.686,9.094,15.808
0.012,-0.860,-0.243,20.203,12.085,7.690
0.041,-0.852,-0.258,22.827,13.794,1.221
0.069,-0.847,-0.252,21.851,12.207,-3.479
0.048,-0.834,-0.376,21.301,6.653,-6.897
0.044,-0.895,-0.503,26.672,5.371,-7.751
0.097,-0.933,-0.512,30.762,9.888,-7.141
0.140,-0.970,-0.503,33.752,11.475,-4.883
0.139,-1.031,-0.496,37.354,8.545,-1.648
0.080,-1.089,-0.512,36.682,4.089,0.610
0.042,-1.076,-0.518,29.358,2.808,1.831
0.004,-1.075,-0.500,17.090,2.747,2.991
0.027,-1.012,-0.474,-0.305,1.831,2.747
0.067,-0.989,-0.460,-18.066,1.770,2.563
0.168,-0.895,-0.460,-30.212,0.916,3.540
0.248,-0.878,-0.462,-31.799,-0.732,7.019
0.235,-0.891,-0.449,-25.879,-3.784,9.521
0.153,-0.960,-0.433,-24.292,-6.226,8.240
0.134,-0.957,-0.387,-27.527,-5.066,4.456
0.124,-0.941,-0.351,-29.663,-2.808,0.793
0.115,-0.930,-0.336,-28.076,-1.526,-1.221
0.116,-0.932,-0.336,-24.597,-1.526,-2.686
0.117,-0.943,-0.340,-21.790,-0.977,-3.845
0.119,-0.950,-0.338,-19.409,-0.061,-5.615
0.114,-0.955,-0.346,-17.944,0.854,-7.446
0.165,-0.973,-0.277,-17.456,0.549,-9.705
0.128,-0.965,-0.319,-19.226,-4.456,-12.146
0.099,-0.966,-0.369,-16.174,-8.972,-12.512
0.092,-0.988,-0.393,-15.198,-8.972,-11.353
0.104,-0.995,-0.369,-17.090,-7.751,-9.460
0.124,-0.986,-0.336,-18.738,-8.850,-8.179
0.108,-0.978,-0.346,-18.188,-10.803,-6.165

