aX,aY,aZ,gX,gY,gZ
0.366,0.714,-0.296,-13.062,10.864,27.710
0.360,0.607,-0.337,-19.714,14.099,18.433
0.438,0.570,-0.252,-29.846,14.221,9.644
0.583,0.771,-0.129,-34.424,12.573,5.127
0.736,1.015,-0.017,-27.405,9.888,6.653
0.850,1.117,0.041,-17.334,7.568,11.169
0.832,1.114,0.023,-11.780,3.601,12.695
0.661,1.023,-0.027,-7.996,-1.282,10.681
0.546,0.878,-0.093,-3.662,-3.662,7.874
0.367,0.765,-0.190,-3.174,-4.883,4.517
0.239,0.647,-0.244,-6.775,-3.845,2.319
0.271,0.505,-0.209,-13.916,0.793,0.244
0.366,0.565,-0.170,-26.367,2.625,-3.723
0.485,0.716,-0.131,-36.255,1.831,-6.531
0.590,0.901,-0.081,-36.316,4.578,-6.714
0.693,1.019,-0.036,-33.691,8.057,-4.333
0.729,1.059,-0.042,-30.701,9.949,-3.540
0.739,1.053,-0.082,-26.733,12.146,-8.789
0.708,1.018,-0.133,-22.522,11.292,-18.860
0.679,1.019,-0.186,-16.479,4.211,-26.489
0.656,1.010,-0.212,-4.028,-3.601,-29.297
0.641,0.948,-0.206,11.169,-7.874,-27.466
0.621,0.811,-0.187,22.278,-8.240,-23.499
0.607,0.629,-0.153,25.757,-5.615,-19.104
0.595,0.478,-0.134,23.560,-2.502,-14.954
0.600,0.395,-0.110,15.930,0.488,-10.498
0.632,0.353,-0.082,5.676,2.319,-5.981
0.682,0.361,-0.052,-6.592,4.028,-3.357
0.711,0.467,-0.029,-19.165,5.615,-2.686
0.684,0.649,-0.025,-28.809,4.883,-0.977
0.619,0.816,-0.028,-31.128,2.625,3.418
0.562,0.900,-0.048,-24.597,0.854,8.850
0.531,0.891,-0.084,-12.451,0.122,13.123
0.505,0.806,-0.131,-0.305,-1.282,16.846
0.477,0.702,-0.174,7.324,-2.197,20.325
0.456,0.616,-0.195,8.972,-2.197,24.475
0.456,0.551,-0.205,6.287,-0.671,28.198
0.483,0.525,-0.191,1.648,2.319,30.945
0.531,0.567,-0.172,-4.761,4.822,33.203
0.577,0.666,-0.153,-11.047,6.226,36.499
0.617,0.776,-0.146,-15.686,7.202,40.100
0.650,0.857,-0.152,-15.869,8.301,42.664
0.656,0.895,-0.167,-13.123,8.484,43.335
0.629,0.907,-0.169,-10.254,7.202,42.419
0.569,0.938,-0.176,-6.287,5.249,41.260
0.512,0.942,-0.219,-0.732,3.601,41.199
0.507,0.896,-0.268,4.883,4.211,41.138
0.515,0.788,-0.318,8.606,3.723,40.833
0.553,0.756,-0.269,8.301,0.061,37.170
0.563,0.838,-0.197,7.080,-4.089,32.104
0.593,0.943,-0.082,5.920,-9.644,31.555
0.556,0.893,-0.074,4.272,-10.803,31.006
0.483,0.866,-0.095,2.441,-7.751,29.602
0.451,0.867,-0.097,0.977,-3.357,27.344

