aX,aY,aZ,gX,gY,gZ
0.275,1.211,0.381,-23.682,19.348,-70.923
0.305,1.286,0.424,-13.733,15.686,-66.040
0.371,1.274,0.437,-0.183,7.507,-56.580
0.403,1.156,0.413,15.259,-2.197,-47.485
0.370,0.991,0.367,28.259,-12.146,-41.748
0.323,0.826,0.337,35.278,-19.653,-35.828
0.317,0.672,0.326,36.621,-23.315,-27.344
0.358,0.534,0.322,34.546,-24.353,-18.433
0.411,0.441,0.323,29.175,-22.766,-11.414
0.447,0.426,0.328,20.203,-19.165,-8.301
0.460,0.466,0.313,11.780,-15.137,-7.263
0.436,0.525,0.264,5.981,-13.306,-6.775
0.380,0.599,0.220,-0.488,-11.841,-6.531
0.328,0.689,0.220,-6.165,-8.118,-5.737
0.267,0.649,0.206,-9.094,-2.930,-1.648
0.267,0.719,0.287,-11.475,4.089,2.441

