aX,aY,aZ,gX,gY,gZ
-0.043,0.330,0.444,-84.595,81.726,-94.543
-0.013,0.617,0.339,-91.187,81.787,-91.797
-0.016,0.820,0.278,-97.778,77.759,-89.661
-0.033,0.964,0.310,-101.746,74.707,-84.351
-0.027,1.008,0.468,-97.351,74.707,-73.547
0.036,0.895,0.692,-90.271,71.472,-57.251
0.131,0.680,0.897,-92.163,57.434,-41.199
0.142,0.487,0.896,-97.900,35.278,-32.532
0.049,0.343,0.753,-98.816,10.864,-30.945
-0.068,0.265,0.707,-99.060,-4.456,-36.560
-0.229,0.332,0.684,-104.675,-16.785,-46.448
-0.469,0.525,0.523,-111.633,-33.142,-54.871
-0.701,0.896,0.274,-113.525,-44.678,-57.129
-0.903,1.158,0.040,-106.262,-41.809,-47.119
-0.935,1.528,0.081,-105.530,-19.226,-30.823
-0.752,1.656,0.409,-120.667,5.371,-3.967
-0.525,1.566,0.601,-134.766,18.616,18.433
-0.373,1.429,0.806,-143.799,25.146,28.625
-0.292,1.089,0.852,-141.357,18.372,33.142
-0.265,0.830,0.779,-125.854,2.747,21.423
-0.368,0.513,0.468,-96.313,-10.193,-2.625
-0.295,0.873,0.513,-55.725,-6.042,-36.011
-0.186,1.050,0.567,-18.433,-3.662,-50.354
-0.143,1.102,0.507,2.869,-5.127,-56.152
-0.212,1.133,0.447,-0.183,-7.019,-56.580
-0.209,0.971,0.429,-22.522,-2.502,-52.795
-0.233,0.932,0.418,-47.913,0.671,-52.551
-0.274,0.905,0.491,-55.908,2.502,-44.495
-0.237,0.818,0.607,-46.021,-0.977,-31.799
-0.180,0.756,0.579,-27.954,-15.991,-23.926
-0.141,0.785,0.437,-10.803,-33.264,-22.156
-0.098,0.871,0.305,3.784,-40.833,-26.550
-0.090,0.948,0.238,11.108,-39.734,-34.546
-0.107,0.933,0.193,3.235,-33.508,-41.626
-0.118,0.919,0.166,-14.587,-25.269,-48.950
-0.145,0.964,0.146,-26.489,-20.630,-54.260
-0.224,1.029,0.107,-25.391,-19.104,-56.152
-0.313,1.081,0.071,-15.869,-14.526,-56.335
-0.408,1.146,0.070,-9.277,-4.761,-55.786
-0.462,1.118,0.067,-9.460,7.874,-54.810
-0.421,1.142,0.139,-15.320,22.583,-56.396
-0.334,1.065,0.244,-22.339,33.936,-55.664
-0.200,0.961,0.407,-28.992,41.199,-56.885
-0.068,0.864,0.503,-34.973,39.551,-57.312
0.038,0.825,0.488,-36.011,31.067,-53.040
0.174,0.615,0.519,-29.053,23.499,-45.410
0.260,0.524,0.452,-19.409,12.146,-51.636
0.218,0.698,0.312,-11.169,1.648,-63.721
0.082,0.914,0.158,-1.160,-1.465,-67.139
-0.055,1.144,0.049,2.502,1.709,-68.481
-0.197,1.419,0.071,-7.202,10.803,-71.045
-0.229,1.617,0.210,-24.231,26.672,-70.801
-0.164,1.583,0.387,-44.189,38.940,-60.547
-0.073,1.382,0.485,-53.467,39.124,-45.715
-0.019,1.169,0.498,-41.748,30.945,-36.865
0.026,0.958,0.456,-16.418,23.071,-36.072
0.084,0.791,0.383,6.042,18.494,-41.809
0.125,0.707,0.298,16.907,16.479,-51.880
0.102,0.758,0.189,18.005,15.564,-64.636
0.028,0.947,0.068,14.648,15.137,-77.393
-0.053,1.089,-0.027,9.949,16.663,-87.280
-0.131,1.230,-0.078,0.854,22.095,-99.182
-0.233,1.352,-0.033,-17.090,31.921,-109.192
-0.227,1.319,0.195,-37.720,45.593,-107.117
-0.129,1.154,0.531,-50.354,55.908,-98.755
0.039,0.998,0.836,-48.035,56.702,-90.027
0.229,0.908,0.917,-25.513,43.518,-82.458
0.377,0.843,0.785,5.920,21.606,-74.890
0.458,0.759,0.540,30.396,3.174,-71.838
0.568,0.707,0.370,40.894,-3.723,-76.050
0.640,0.762,0.179,38.879,-8.240,-84.167
0.656,0.867,0.035,25.269,-12.268,-89.233
0.582,0.979,-0.069,8.057,-18.250,-88.806
0.453,1.063,-0.119,-4.150,-21.118,-85.449
0.290,1.108,-0.054,-9.888,-18.860,-82.275

0.362,1.556,0.244,-80.627,11.902,29.480
0.357,1.411,0.283,-71.045,10.437,24.841
0.285,1.239,0.270,-56.580,5.798,19.348
0.261,1.116,0.233,-46.997,-5.005,20.325
0.155,0.966,0.098,-36.926,-15.503,22.644
0.153,0.946,0.093,-28.503,-20.264,21.729
0.139,0.971,0.083,-17.212,-27.283,20.752
0.107,1.071,0.007,-2.747,-32.776,14.648
0.013,1.117,-0.047,10.437,-31.616,9.766
-0.110,1.130,-0.053,16.602,-24.902,5.859
-0.159,1.057,-0.044,18.311,-13.672,8.240
-0.124,0.943,-0.003,18.311,0.549,10.925
-0.096,0.868,0.068,13.000,10.803,11.597
-0.108,0.858,0.156,8.240,12.146,12.390
-0.066,0.741,0.100,6.470,6.836,14.038
-0.058,0.693,0.051,7.324,7.935,2.136
-0.041,0.678,0.065,8.057,12.085,-12.512
-0.023,0.734,0.054,11.414,15.625,-27.588
0.002,0.780,0.063,14.221,21.667,-39.795
0.046,0.855,0.102,12.512,28.564,-50.354
0.093,0.931,0.162,6.653,35.645,-57.861
0.174,1.001,0.201,-1.587,41.382,-62.134
0.257,1.047,0.220,-6.775,41.626,-63.599
0.309,1.077,0.233,-6.042,35.583,-62.073
0.364,1.083,0.236,-1.770,23.804,-58.594
0.382,1.090,0.181,9.094,8.301,-54.077
0.348,1.083,0.103,23.621,-4.150,-46.509
0.292,1.065,0.087,33.020,-8.972,-37.292
0.264,1.029,0.143,33.691,-7.080,-28.442
0.262,0.973,0.220,26.978,-2.319,-20.752
0.252,0.929,0.264,16.907,0.488,-15.198
0.226,0.901,0.254,7.202,0.671,-12.939
0.208,0.877,0.214,-0.244,0.549,-13.245
0.193,0.855,0.179,-6.775,1.831,-15.015
0.196,0.830,0.157,-11.658,3.662,-17.822
0.205,0.808,0.146,-14.099,5.554,-20.508
0.225,0.796,0.145,-15.320,6.653,-22.888
0.237,0.792,0.145,-14.893,6.775,-24.780
0.251,0.798,0.146,-13.306,5.798,-26.367
0.269,0.811,0.144,-11.047,4.578,-27.466
0.288,0.837,0.140,-7.751,3.113,-27.954
0.304,0.870,0.135,-4.150,2.380,-26.489
0.320,0.912,0.139,-2.014,2.441,-23.560
0.332,0.952,0.164,-2.075,3.662,-19.775
0.353,0.971,0.193,-4.517,5.249,-15.015
0.370,0.977,0.217,-8.057,5.310,-9.766
0.370,0.960,0.220,-10.803,3.174,-5.188
0.357,0.933,0.206,-12.451,-0.549,-1.587
0.337,0.902,0.189,-13.367,-4.211,1.831
0.315,0.872,0.171,-14.282,-7.202,5.005
0.292,0.849,0.153,-15.625,-9.216,7.507
0.267,0.833,0.134,-17.578,-9.338,9.216
0.255,0.827,0.133,-20.691,-7.996,9.888
0.277,0.840,0.159,-25.757,-6.042,10.193
0.278,0.855,0.153,-29.114,-7.080,9.705
0.256,0.860,0.118,-31.372,-7.935,9.644
0.248,0.871,0.093,-35.339,-6.470,9.521
0.270,0.891,0.091,-39.490,-3.906,9.094
0.291,0.916,0.087,-39.490,-3.540,8.789
0.298,0.952,0.066,-36.499,-5.554,9.033
0.301,0.988,0.045,-32.227,-7.690,10.315
0.298,1.026,0.045,-27.893,-8.972,12.573
0.289,1.060,0.053,-24.719,-10.010,15.320
0.275,1.057,0.062,-22.644,-10.376,17.700
0.251,1.049,0.063,-21.667,-10.620,18.677
0.232,1.022,0.040,-21.423,-9.888,18.799
0.213,0.991,0.010,-21.362,-8.362,17.700
0.199,0.961,-0.006,-20.447,-6.226,15.686
0.193,0.929,-0.003,-18.372,-3.662,12.634
0.196,0.902,0.010,-15.076,-1.587,8.667
0.208,0.897,0.037,-12.146,-0.061,4.333
0.224,0.907,0.061,-10.498,0.916,0.427
0.239,0.930,0.067,-10.254,0.488,-2.502
0.247,0.948,0.049,-10.742,-0.488,-3.906
0.250,0.959,0.022,-11.353,-0.305,-3.845
0.249,0.950,0.008,-10.681,0.916,-3.174
0.242,0.935,0.005,-8.606,2.075,-2.380
0.231,0.906,0.010,-6.287,2.991,-1.709
0.234,0.892,0.028,-4.517,4.028,-1.892
0.241,0.901,0.045,-3.418,4.150,-2.686
0.237,0.916,0.051,-2.991,3.418,-3.723
0.233,0.927,0.044,-3.723,2.747,-5.615
0.244,0.943,0.053,-5.493,2.991,-7.629
0.260,0.950,0.059,-7.507,3.052,-8.728
0.263,0.936,0.059,-9.338,2.136,-9.094
0.270,0.923,0.058,-10.925,0.916,-9.094
0.273,0.913,0.052,-12.329,-0.549,-8.362
0.272,0.907,0.042,-13.245,-1.831,-7.385
0.267,0.909,0.027,-13.489,-2.625,-6.531
0.256,0.915,0.007,-12.878,-3.479,-6.409
0.252,0.927,-0.009,-11.230,-3.845,-6.836
0.256,0.945,-0.016,-8.911,-3.479,-7.935
0.264,0.965,-0.012,-5.981,-2.686,-8.911
0.270,0.981,-0.002,-3.357,-2.014,-9.338
0.277,0.986,0.010,-1.892,-1.465,-9.155
0.285,0.981,0.029,-2.258,-0.610,-8.667
0.310,0.966,0.051,-3.174,-0.549,-7.507
0.309,0.929,0.062,-3.906,-2.441,-5.554
0.290,0.900,0.029,-4.639,-5.127,-4.272
0.278,0.882,0.003,-5.798,-5.615,-2.991
0.291,0.883,0.008,-7.751,-3.906,-1.282
0.300,0.897,0.023,-8.667,-2.991,0.488
0.300,0.900,0.030,-8.484,-3.784,2.380
0.304,0.909,0.034,-9.338,-4.883,4.150
0.314,0.920,0.042,-11.108,-5.798,6.470
0.319,0.932,0.050,-12.573,-7.629,9.216
0.303,0.946,0.045,-14.648,-9.888,12.390
0.283,0.946,0.027,-18.188,-11.353,15.320
0.277,0.946,0.013,-23.132,-10.986,17.395
0.271,0.946,0.007,-27.344,-9.460,19.287
0.268,0.942,0.011,-30.273,-8.606,20.996
0.260,0.943,0.005,-32.288,-8.850,21.545
0.240,0.940,-0.021,-34.485,-9.766,21.423
0.225,0.927,-0.047,-35.889,-10.132,20.081
0.210,0.916,-0.075,-35.339,-9.094,17.883
0.198,0.906,-0.090,-33.142,-7.568,15.198
0.202,0.916,-0.105,-30.334,-5.127,12.085
0.216,0.920,-0.113,-26.184,-2.808,9.216
0.227,0.936,-0.107,-19.592,-1.953,6.775

